CompensationCurrency,GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,LanguageRecommendationSelect,CompensationAmount,ExchangeRate(USA),CompensationYearUSD,Density
,Female,Japan,57,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that doesn't perform advanced analytics,,Doctoral degree,Other,More than 10 years,,,,,901.3
,Male,Japan,45,Employed full-time,,,No,Yes,Other,Poorly,Employed by a company that doesn't perform advanced analytics,No,Doctoral degree,A social science,3 to 5 years,R,,,,901.3
,Male,Japan,30,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Yes,Doctoral degree,Electrical Engineering,,Matlab,,,,901.3
,A different identity,Japan,27,Employed part-time,,,Yes,,Computer Scientist,Fine,Employed by company that makes advanced analytic software,No,Master's degree,Computer Science,1 to 2 years,,,,,901.3
,Male,Japan,38,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Other,Less than a year,Python,,,,901.3
,Male,Japan,46,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Mathematics or statistics,1 to 2 years,,,,,901.3
,Male,Japan,27,"Independent contractor, freelancer, or self-employed",,,Yes,,Scientist/Researcher,Fine,Employed by college or university,Yes,Master's degree,Engineering (non-computer focused),3 to 5 years,Python,,,,901.3
,Male,Japan,23,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Bachelor's degree,Computer Science,,Python,,,,901.3
,Male,Japan,23,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,,Python,,,,901.3
,Male,Japan,31,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,Electrical Engineering,Less than a year,Python,,,,901.3
,Male,Japan,20,Employed part-time,,,Yes,,Machine Learning Engineer,Perfectly,Employed by a company that performs advanced analytics,Sort of (Explain more),Bachelor's degree,,,,,,,901.3
,Female,Japan,37,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that performs advanced analytics,Yes,Bachelor's degree,,More than 10 years,,,,,901.3
,Male,Japan,28,I prefer not to say,No,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Bachelor's degree,Engineering (non-computer focused),,,,,,901.3
,Male,Japan,39,Employed full-time,,,Yes,,Other,Poorly,Employed by non-profit or NGO,No,Bachelor's degree,,,,,,,901.3
,Male,Japan,35,Employed full-time,,,Yes,,Business Analyst,Poorly,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Other,3 to 5 years,,,,,901.3
,Female,Japan,42,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Other,Less than a year,R,,,,901.3
,Female,Japan,29,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,Electrical Engineering,6 to 10 years,,,,,901.3
,Female,Japan,33,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,Yes,Professional degree,,,,,,,901.3
,Male,Japan,44,Employed full-time,,,No,Yes,Scientist/Researcher,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,A social science,1 to 2 years,R,,,,901.3
,Male,Japan,48,Employed full-time,,,Yes,,Computer Scientist,Fine,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",No,Doctoral degree,Computer Science,More than 10 years,,,,,901.3
,Male,Japan,27,"Not employed, but looking for work",,,,,,,,Yes,Doctoral degree,Electrical Engineering,3 to 5 years,Python,,,,901.3
,Male,Japan,27,"Not employed, but looking for work",,,,,,,,No,Master's degree,Computer Science,I don't write code to analyze data,Python,,,,901.3
,Female,Japan,25,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,A health science,Less than a year,,,,,901.3
,Male,Japan,70,Retired,,,No,No,,,,,,,,,,,,901.3
,Male,Japan,23,"Not employed, but looking for work",,,,,,,,No,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",1 to 2 years,Python,,,,901.3
,Female,Japan,28,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by company that makes advanced analytic software,,,Computer Science,3 to 5 years,Haskell,70000,,,901.3
,Male,Japan,44,Employed full-time,,,No,Yes,Data Miner,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Master's degree,Engineering (non-computer focused),Less than a year,R,,,,901.3
,Male,Japan,23,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Bachelor's degree,Computer Science,,,,,,901.3
,Male,Japan,43,Employed full-time,,,Yes,,Engineer,Poorly,Self-employed,No,Doctoral degree,Physics,More than 10 years,R,60000,,,901.3
,Male,Japan,50,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,Other,6 to 10 years,Scala,85000,,,901.3
,Male,Japan,,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Biology,1 to 2 years,Python,,,,901.3
,Male,Japan,30,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that doesn't perform advanced analytics,,Master's degree,Engineering (non-computer focused),3 to 5 years,,,,,901.3
,Male,Japan,39,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Poorly,Self-employed,No,Bachelor's degree,Physics,More than 10 years,,,,,901.3
,Male,Japan,32,Employed full-time,,,Yes,,Researcher,Poorly,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",No,Master's degree,Computer Science,More than 10 years,,,,,901.3
,Male,Japan,34,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Master's degree,,1 to 2 years,R,75000,,,901.3
,Male,Japan,,Employed full-time,,,Yes,,Researcher,Fine,Employed by company that makes advanced analytic software,No,Master's degree,Computer Science,1 to 2 years,Python,,,,901.3
,Male,Japan,42,Employed full-time,,,No,Yes,Programmer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,Less than a year,Python,,,,901.3
,Male,Japan,34,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,Yes,Master's degree,Electrical Engineering,3 to 5 years,Python,,,,901.3
,Male,Japan,31,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Yes,Doctoral degree,A social science,3 to 5 years,Python,,,,901.3
,Male,Japan,34,Employed part-time,,,Yes,,Researcher,Fine,Employed by college or university,No,Doctoral degree,Biology,3 to 5 years,,,,,901.3
,Male,Japan,41,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Engineering (non-computer focused),I don't write code to analyze data,Python,,,,901.3
,Male,Japan,21,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Bachelor's degree,Computer Science,,Python,,,,901.3
,Male,Japan,34,Employed full-time,,,No,No,,,,,,,,,,,,901.3
,A different identity,Japan,48,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,I did not complete any formal education past high school,,3 to 5 years,Python,,,,901.3
,Male,Japan,43,Employed full-time,,,Yes,,Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,3 to 5 years,Python,80000,,,901.3
,Male,Japan,25,Employed full-time,,,Yes,,Other,Fine,Employed by professional services/consulting firm,Yes,Some college/university study without earning a bachelor's degree,,1 to 2 years,Python,4000,,,901.3
,Male,Japan,25,Employed full-time,,,No,Yes,Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,3 to 5 years,,,,,901.3
,Male,Japan,35,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that doesn't perform advanced analytics,,Bachelor's degree,Engineering (non-computer focused),6 to 10 years,,,,,901.3
,Male,Japan,26,Employed full-time,,,Yes,,Data Analyst,Poorly,Employed by a company that doesn't perform advanced analytics,Yes,Master's degree,Computer Science,3 to 5 years,Python,50000,,,901.3
,Male,Japan,26,I prefer not to say,Yes,"No, I am not focused on learning data science skills",,,,,,,,,,,,,,901.3
,Male,Japan,52,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,Yes,Doctoral degree,Engineering (non-computer focused),I don't write code to analyze data,R,,,,901.3
,Male,Japan,50,Employed full-time,,,Yes,,Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Electrical Engineering,6 to 10 years,,,,,901.3
,Female,Japan,31,Employed full-time,,,No,Yes,Researcher,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Engineering (non-computer focused),I don't write code to analyze data,,,,,901.3
,Male,Japan,25,Employed full-time,,,No,No,,,,,,,,,,,,901.3
,Male,Japan,43,Employed full-time,,,No,Yes,Programmer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Mathematics or statistics,Less than a year,,,,,901.3
,Male,Japan,27,Employed full-time,,,No,Yes,Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Engineering (non-computer focused),1 to 2 years,Python,,,,901.3
,Male,Japan,24,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Sort of (Explain more),Bachelor's degree,Other,,R,,,,901.3
,Male,Japan,23,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Yes,Master's degree,Computer Science,,,,,,901.3
,Male,Japan,40,Employed full-time,,,Yes,,Researcher,Fine,Employed by a company that doesn't perform advanced analytics,No,Doctoral degree,Electrical Engineering,More than 10 years,Matlab,,,,901.3
,Male,Japan,35,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by company that makes advanced analytic software,Yes,Master's degree,Computer Science,6 to 10 years,,,,,901.3
,Male,Japan,28,Employed full-time,,,Yes,,Researcher,Fine,Employed by a company that performs advanced analytics,No,Master's degree,,,,,,,901.3
,Male,Japan,34,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Scientist,Fine,Self-employed,,Professional degree,,,,,,,901.3
,Male,Japan,34,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,Yes,Master's degree,Computer Science,1 to 2 years,Python,64000,,,901.3
,Male,Japan,28,Employed full-time,,,Yes,,Engineer,Poorly,Employed by professional services/consulting firm,Yes,Master's degree,"Information technology, networking, or system administration",,,,,,901.3
,Male,Japan,24,Employed full-time,,,Yes,,Other,Poorly,Employed by professional services/consulting firm,No,Bachelor's degree,A social science,3 to 5 years,,,,,901.3
,Male,Japan,50,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,No,I did not complete any formal education past high school,,,,,,,901.3
,Male,Japan,33,Employed full-time,,,Yes,,Other,Fine,Employed by professional services/consulting firm,No,Master's degree,,,,,,,901.3
,Male,Japan,43,Employed full-time,,,No,No,,,,,,,,,,,,901.3
,Male,Japan,40,Employed full-time,,,No,Yes,Statistician,Poorly,Employed by a company that doesn't perform advanced analytics,Yes,I prefer not to answer,Other,Less than a year,Python,,,,901.3
,Female,Japan,27,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,,,,,,,901.3
,Male,Japan,35,Employed full-time,,,No,Yes,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Physics,Less than a year,Python,,,,901.3
,Female,Japan,40,"Not employed, but looking for work",,,,,,,,No,Doctoral degree,A humanities discipline,Less than a year,Python,,,,901.3
,Male,Japan,23,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,3 to 5 years,,,,,901.3
,Male,Japan,48,"Not employed, but looking for work",,,,,,,,No,Master's degree,Electrical Engineering,I don't write code to analyze data,,,,,901.3
,Male,Japan,48,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Poorly,Self-employed,Yes,Some college/university study without earning a bachelor's degree,,More than 10 years,,,,,901.3
,Male,Japan,49,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,A humanities discipline,1 to 2 years,,,,,901.3
,Male,Japan,37,Employed full-time,,,,,,,,,,,,,,,,901.3
,Male,Japan,27,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,Computer Science,1 to 2 years,,,,,901.3
,Male,Japan,29,Employed full-time,,,Yes,,Data Miner,Fine,Employed by a company that performs advanced analytics,Yes,I prefer not to answer,Engineering (non-computer focused),1 to 2 years,,,,,901.3
,Male,Japan,40,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,No,Doctoral degree,Biology,6 to 10 years,,,,,901.3
,Male,Japan,27,Employed full-time,,,Yes,,Scientist/Researcher,Poorly,Employed by professional services/consulting firm,Yes,Doctoral degree,Mathematics or statistics,More than 10 years,,,,,901.3
,Male,Japan,55,Employed full-time,,,Yes,,Researcher,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Fine arts or performing arts,More than 10 years,,,,,901.3
,Male,Japan,25,Employed full-time,,,No,No,,,,,,,,,,,,901.3
,Male,Japan,28,Employed full-time,,,Yes,,Machine Learning Engineer,,,Yes,Bachelor's degree,Computer Science,1 to 2 years,,,,,901.3
,Male,Japan,30,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,Computer Science,More than 10 years,,,,,901.3
,Male,Japan,64,"Not employed, and not looking for work",No,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Yes,Bachelor's degree,Engineering (non-computer focused),,Python,,,,901.3
,Male,Japan,29,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Bachelor's degree,A social science,3 to 5 years,,,,,901.3
,Male,Japan,20,Employed part-time,,,No,Yes,,,,,,,,,,,,901.3
,Male,Japan,37,Employed full-time,,,Yes,,,,,,,,,,,,,901.3
,Male,Japan,27,Employed full-time,,,Yes,,Scientist/Researcher,Fine,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Yes,Master's degree,Electrical Engineering,3 to 5 years,,,,,901.3
,Male,Japan,49,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,Electrical Engineering,3 to 5 years,,,,,901.3
,Male,Japan,52,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Mathematics or statistics,More than 10 years,,,,,901.3
,Male,Japan,44,Employed full-time,,,Yes,,,,,,,,,,,,,901.3
,Male,Japan,30,Employed full-time,,,Yes,,Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,3 to 5 years,,,,,901.3
,Male,Japan,29,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,,,,,,,901.3
,Male,Japan,34,Employed full-time,,,No,Yes,Researcher,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,A health science,Less than a year,R,,,,901.3
,Male,Japan,25,Employed full-time,,,Yes,,Machine Learning Engineer,Perfectly,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Yes,Master's degree,Mathematics or statistics,3 to 5 years,,,,,901.3
,Male,Japan,35,Employed full-time,,,Yes,,Engineer,Fine,Employed by company that makes advanced analytic software,Yes,Doctoral degree,Other,More than 10 years,,,,,901.3
,Male,Japan,41,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by a company that performs advanced analytics,Yes,Master's degree,Management information systems,More than 10 years,,,,,901.3
,Female,Japan,23,Employed part-time,,,No,Yes,Engineer,Poorly,Self-employed,Yes,Some college/university study without earning a bachelor's degree,Electrical Engineering,I don't write code to analyze data,,,,,901.3
,Male,Japan,24,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,Bachelor's degree,Electrical Engineering,,C/C++/C#,,,,901.3
,Male,Japan,35,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,Yes,Doctoral degree,Computer Science,3 to 5 years,,,,,901.3
,Male,Japan,25,Employed full-time,,,Yes,,,,,,,,,,,,,901.3
,Male,Japan,35,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,I never declared a major,Less than a year,,,,,901.3
,Male,Japan,37,Employed full-time,,,Yes,,Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,No,I did not complete any formal education past high school,,1 to 2 years,,,,,901.3
,Female,Japan,25,I prefer not to say,Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,No,Master's degree,A social science,,,,,,901.3
,Male,Japan,41,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by company that makes advanced analytic software,Yes,Master's degree,Mathematics or statistics,3 to 5 years,,,,,901.3
,Male,Japan,33,"Independent contractor, freelancer, or self-employed",,,Yes,,Business Analyst,Poorly,Self-employed,No,Master's degree,A social science,6 to 10 years,,,,,901.3
,Male,Japan,52,Employed full-time,,,Yes,,Researcher,Fine,Employed by company that makes advanced analytic software,No,Master's degree,Physics,3 to 5 years,,,,,901.3
,Male,Japan,27,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Master's degree,Mathematics or statistics,3 to 5 years,,,,,901.3
,Male,Japan,49,"Independent contractor, freelancer, or self-employed",,,Yes,,,,,,,,,,,,,901.3
,Male,Japan,44,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Bachelor's degree,Computer Science,More than 10 years,Matlab,,,,901.3
,Male,Japan,27,Employed full-time,,,No,Yes,Programmer,Fine,Employed by professional services/consulting firm,Yes,I did not complete any formal education past high school,,,,,,,901.3
,Male,Japan,27,Employed part-time,,,No,Yes,Other,Poorly,Self-employed,No,Some college/university study without earning a bachelor's degree,Other,Less than a year,C/C++/C#,,,,901.3
,Female,Kenya,43,Employed full-time,,,No,No,,,,,,,,,,,,239.2
,Male,Kenya,30,"Independent contractor, freelancer, or self-employed",,,Yes,,Researcher,Fine,Employed by non-profit or NGO,Yes,Bachelor's degree,Engineering (non-computer focused),3 to 5 years,Python,35000,,,239.2
,Male,Kenya,27,Employed full-time,,,No,Yes,Other,Poorly,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",No,Bachelor's degree,Mathematics or statistics,I don't write code to analyze data,R,,,,239.2
,Male,Kenya,35,Employed full-time,,,No,Yes,Machine Learning Engineer,Fine,Employed by government,Yes,Master's degree,"Information technology, networking, or system administration",1 to 2 years,Python,,,,239.2
,Male,Kenya,24,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Mathematics or statistics,3 to 5 years,R,,,,239.2
,Male,Kenya,36,Employed full-time,,,No,Yes,Data Analyst,Fine,Employed by non-profit or NGO,Sort of (Explain more),Master's degree,Computer Science,Less than a year,Python,,,,239.2
,Male,Kenya,24,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Mathematics or statistics,1 to 2 years,C/C++/C#,,,,239.2
,Female,Kenya,22,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by a company that performs advanced analytics,Sort of (Explain more),Bachelor's degree,Computer Science,1 to 2 years,Python,110000,,,239.2
,Male,Kenya,42,Employed full-time,,,No,Yes,Other,Poorly,Employed by government,Sort of (Explain more),Master's degree,Other,I don't write code to analyze data,R,,,,239.2
,Male,Kenya,22,Employed part-time,,,No,Yes,Programmer,Fine,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",Sort of (Explain more),Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",Less than a year,Python,,,,239.2
,Male,Kenya,23,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Mathematics or statistics,Less than a year,R,,,,239.2
,Male,Kenya,30,Employed full-time,,,No,No,,,,,,,,,,,,239.2
,Female,Kenya,22,Employed part-time,,,No,Yes,Other,Fine,Employed by a company that doesn't perform advanced analytics,Sort of (Explain more),Bachelor's degree,Other,Less than a year,Python,,,,239.2
,Male,Kenya,22,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,1 to 2 years,Python,15000,,,239.2
,Female,Kenya,30,Employed part-time,,,Yes,,Programmer,Fine,Self-employed,No,Bachelor's degree,Engineering (non-computer focused),Less than a year,,,,,239.2
,Male,Kenya,26,Employed part-time,,,No,Yes,Programmer,Fine,Self-employed,Sort of (Explain more),Bachelor's degree,Other,Less than a year,C/C++/C#,,,,239.2
,Female,Kenya,19,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,No,Some college/university study without earning a bachelor's degree,Computer Science,,Python,,,,239.2
,Male,Kenya,29,Employed part-time,,,Yes,,Business Analyst,Perfectly,Employed by professional services/consulting firm,Yes,Master's degree,Mathematics or statistics,1 to 2 years,,,,,239.2
,Female,Kenya,32,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Mathematics or statistics,1 to 2 years,R,,,,239.2
,Male,Kenya,25,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Analyst,Poorly,Self-employed,No,Master's degree,Mathematics or statistics,Less than a year,,,,,239.2
,Male,Kenya,35,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,"Information technology, networking, or system administration",Less than a year,Python,,,,239.2
,Male,Kenya,26,Employed full-time,,,No,No,,,,,,,,,,,,239.2
,Male,Kenya,34,Employed full-time,,,Yes,,DBA/Database Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Computer Science,3 to 5 years,,,,,239.2
,Male,Kenya,27,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Biology,Less than a year,,,,,239.2
,Male,Kenya,26,Employed full-time,,,No,Yes,Other,Poorly,Employed by professional services/consulting firm,No,Bachelor's degree,Other,Less than a year,,,,,239.2
,Male,Kenya,20,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,,,,,,239.2
,Male,Kenya,27,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Mathematics or statistics,Less than a year,Python,,,,239.2
,Male,Kenya,23,I prefer not to say,Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Sort of (Explain more),,Computer Science,,,,,,239.2
,Male,Kenya,24,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Bachelor's degree,"Information technology, networking, or system administration",Less than a year,,,,,239.2
,Female,Kenya,29,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Mathematics or statistics,Less than a year,,,,,239.2
,Male,Kenya,26,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,"Information technology, networking, or system administration",Less than a year,,,,,239.2
,Male,Kenya,27,"Not employed, but looking for work",,,,,,,,Yes,Master's degree,Mathematics or statistics,1 to 2 years,R,,,,239.2
,Male,Kenya,24,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by government,Yes,Bachelor's degree,A health science,1 to 2 years,,,,,239.2
,Male,Kenya,29,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,,Less than a year,Python,,,,239.2
,Male,Kenya,24,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by professional services/consulting firm,Yes,Bachelor's degree,Computer Science,1 to 2 years,Python,,,,239.2
,Male,Kenya,26,Employed full-time,,,Yes,,Statistician,Fine,Employed by non-profit or NGO,Yes,Bachelor's degree,Mathematics or statistics,1 to 2 years,,,,,239.2
,Male,Kenya,22,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,Less than a year,,,,,239.2
,Male,Kenya,24,Employed full-time,,,Yes,,Engineer,Perfectly,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics,Employed by non-profit or NGO",Sort of (Explain more),Bachelor's degree,Other,1 to 2 years,,,,,239.2
,Female,Kenya,29,"Not employed, but looking for work",,,,,,,,No,Master's degree,A humanities discipline,1 to 2 years,,,,,239.2
,Male,Kenya,25,"Independent contractor, freelancer, or self-employed",,,Yes,,Operations Research Practitioner,Fine,Employed by government,No,Bachelor's degree,Management information systems,Less than a year,,,,,239.2
,Male,Kenya,25,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,Bachelor's degree,Computer Science,1 to 2 years,Python,,,,239.2
,Male,Kenya,24,Employed full-time,,,Yes,,Other,Fine,Employed by professional services/consulting firm,No,Bachelor's degree,Mathematics or statistics,1 to 2 years,,,,,239.2
,Male,Kenya,22,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Mathematics or statistics,Less than a year,R,,,,239.2
,A different identity,Kenya,25,Employed part-time,,,Yes,,Data Analyst,Perfectly,Employed by professional services/consulting firm,Yes,Bachelor's degree,Mathematics or statistics,3 to 5 years,,,,,239.2
,Male,Malaysia,22,I prefer not to say,Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,Yes,Bachelor's degree,"Information technology, networking, or system administration",,Java,,,,251.9
,Female,Malaysia,29,"Independent contractor, freelancer, or self-employed",,,No,Yes,Other,Poorly,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,,Less than a year,R,,,,251.9
,Male,Malaysia,25,Employed full-time,,,Yes,,Programmer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Mathematics or statistics,3 to 5 years,Python,,,,251.9
,Female,Malaysia,22,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Computer Science,I don't write code to analyze data,R,,,,251.9
,Male,Malaysia,24,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,,R,,,,251.9
,Male,Malaysia,24,"Not employed, but looking for work",,,,,,,,Yes,Bachelor's degree,Electrical Engineering,1 to 2 years,Python,,,,251.9
,Male,Malaysia,32,Employed full-time,,,Yes,,DBA/Database Engineer,Fine,Employed by college or university,No,Bachelor's degree,Management information systems,6 to 10 years,Python,30000,,,251.9
,Male,Malaysia,26,Employed full-time,,,Yes,,DBA/Database Engineer,Poorly,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",No,Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Python,,,,251.9
,Male,Malaysia,49,"Not employed, but looking for work",,,,,,,,Sort of (Explain more),Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",Less than a year,Python,,,,251.9
,Male,Malaysia,26,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,"Information technology, networking, or system administration",3 to 5 years,SQL,,,,251.9
,Female,Malaysia,24,"Not employed, but looking for work",,,,,,,,No,Bachelor's degree,Electrical Engineering,Less than a year,Python,,,,251.9
,Male,Malaysia,24,Employed part-time,,,No,No,,,,,,,,,,,,251.9
,Female,Malaysia,27,Employed full-time,,,No,No,,,,,,,,,,,,251.9
,Female,Malaysia,33,Employed full-time,,,Yes,,Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,"Information technology, networking, or system administration",3 to 5 years,Other,,,,251.9
